,Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Medal,Gold,Silver,Bronze
1479,London (1908),1908,Rackets,Rackets,Evan Baille Noel,GBR,Men,individual men,Gold,1.0,0.0,0.0
1480,London (1908),1908,Skating,Figure skating,Ulrich Salchow,SWE,Men,individual men,Gold,1.0,0.0,0.0
1481,London (1908),1908,Jeu de paume,Jeu de Paume,Eustace Hamilton Miles,GBR,Men,individual men,Silver,0.0,1.0,0.0
1482,London (1908),1908,Rackets,Rackets,Henry Meredith Leaf,GBR,Men,individual men,Silver,0.0,1.0,0.0
1483,London (1908),1908,Skating,Figure skating,Richard Johansson,SWE,Men,individual men,Silver,0.0,1.0,0.0
1484,London (1908),1908,Jeu de paume,Jeu de Paume,Neville Stephen Lytton,GBR,Men,individual men,Bronze,0.0,0.0,1.0
1485,London (1908),1908,Rackets,Rackets,John Jacob Astor,GBR,Men,individual men,Bronze,0.0,0.0,1.0
1486,London (1908),1908,Rackets,Rackets,Henry Brougham,GBR,Men,individual men,Bronze,0.0,0.0,1.0
1487,London (1908),1908,Skating,Figure skating,Per Thoren,SWE,Men,individual men,Bronze,0.0,0.0,1.0
1488,London (1908),1908,Gymnastics,Artistic Gymnastics,G. Alberto Braglia,ITA,Men,individual all-round men,Gold,1.0,0.0,0.0
1489,London (1908),1908,Gymnastics,Artistic Gymnastics,S.W. Tysal,GBR,Men,individual all-round men,Silver,0.0,1.0,0.0
1490,London (1908),1908,Gymnastics,Artistic Gymnastics,B. Louis Segura,FRA,Men,individual all-round men,Bronze,0.0,0.0,1.0
1491,London (1908),1908,Hockey,Hockey,Louischarles Baillon,GBR,Men,hockey men,Gold,1.0,0.0,0.0
1492,London (1908),1908,Hockey,Hockey,Harry Scott Freeman,GBR,Men,hockey men,Gold,1.0,0.0,0.0
1493,London (1908),1908,Hockey,Hockey,Eric Hubert Green,GBR,Men,hockey men,Gold,1.0,0.0,0.0
1494,London (1908),1908,Hockey,Hockey,Gerald Logan,GBR,Men,hockey men,Gold,1.0,0.0,0.0
1495,London (1908),1908,Hockey,Hockey,Alan H. Noble,GBR,Men,hockey men,Gold,1.0,0.0,0.0
1496,London (1908),1908,Hockey,Hockey,Edgar Wells Page,GBR,Men,hockey men,Gold,1.0,0.0,0.0
1497,London (1908),1908,Hockey,Hockey,Reginald Geoge Pridmore,GBR,Men,hockey men,Gold,1.0,0.0,0.0
1498,London (1908),1908,Hockey,Hockey,Percy Montague Rees,GBR,Men,hockey men,Gold,1.0,0.0,0.0
1499,London (1908),1908,Hockey,Hockey,John Yate Robinson,GBR,Men,hockey men,Gold,1.0,0.0,0.0
1500,London (1908),1908,Hockey,Hockey,Stanley Howard Shoveller,GBR,Men,hockey men,Gold,1.0,0.0,0.0
1501,London (1908),1908,Hockey,Hockey,Harvey Jesse Wood,GBR,Men,hockey men,Gold,1.0,0.0,0.0
1502,London (1908),1908,Hockey,Hockey,Eric Percival Allman-smith,GBR,Men,hockey men,Silver,0.0,1.0,0.0
1503,London (1908),1908,Hockey,Hockey,Henry Joseph Brown,GBR,Men,hockey men,Silver,0.0,1.0,0.0
1504,London (1908),1908,Hockey,Hockey,Walter Islay Campbell,GBR,Men,hockey men,Silver,0.0,1.0,0.0
1505,London (1908),1908,Hockey,Hockey,William Ernest Graham,GBR,Men,hockey men,Silver,0.0,1.0,0.0
1506,London (1908),1908,Hockey,Hockey,Richard George Gregg,GBR,Men,hockey men,Silver,0.0,1.0,0.0
1507,London (1908),1908,Hockey,Hockey,Edgar Peter C. Holmes,GBR,Men,hockey men,Silver,0.0,1.0,0.0
1508,London (1908),1908,Hockey,Hockey,Robert L. Kennedy,GBR,Men,hockey men,Silver,0.0,1.0,0.0
1509,London (1908),1908,Hockey,Hockey,Henry Lawson Murphy,GBR,Men,hockey men,Silver,0.0,1.0,0.0
1510,London (1908),1908,Hockey,Hockey,Walter E. Peterson,GBR,Men,hockey men,Silver,0.0,1.0,0.0
1511,London (1908),1908,Hockey,Hockey,Charles F. Power,GBR,Men,hockey men,Silver,0.0,1.0,0.0
1512,London (1908),1908,Hockey,Hockey,Frank L. Robinson,GBR,Men,hockey men,Silver,0.0,1.0,0.0
1513,London (1908),1908,Athletics,Athletics,Ray Ewry,USA,Men,high jump standing men,Gold,1.0,0.0,0.0
1514,London (1908),1908,Athletics,Athletics,John Biller,USA,Men,high jump standing men,Silver,0.0,1.0,0.0
1515,London (1908),1908,Athletics,Athletics,Konstantinos Tsiclitiras,GRE,Men,high jump standing men,Silver,0.0,1.0,0.0
1516,London (1908),1908,Athletics,Athletics,Harry Franklin Porter,USA,Men,high jump men,Gold,1.0,0.0,0.0
1517,London (1908),1908,Athletics,Athletics,Georges Andre,FRA,Men,high jump men,Silver,0.0,1.0,0.0
1518,London (1908),1908,Athletics,Athletics,Cornelius Leahy,GBR,Men,high jump men,Silver,0.0,1.0,0.0
1519,London (1908),1908,Athletics,Athletics,Istvan Somody,HUN,Men,high jump men,Silver,0.0,1.0,0.0
1520,London (1908),1908,Athletics,Athletics,John Jesus Flanagan,USA,Men,hammer throw men,Gold,1.0,0.0,0.0
1521,London (1908),1908,Athletics,Athletics,Matthew J. Mcgrath,USA,Men,hammer throw men,Silver,0.0,1.0,0.0
1522,London (1908),1908,Athletics,Athletics,Cornelius Walsh,CAN,Men,hammer throw men,Bronze,0.0,0.0,1.0
1523,London (1908),1908,Shooting,Shooting,Julius Braathe,NOR,Men,free rifle team men,Gold,1.0,0.0,0.0
1524,London (1908),1908,Shooting,Shooting,Albert Helgerud,NOR,Men,free rifle team men,Gold,1.0,0.0,0.0
1525,London (1908),1908,Shooting,Shooting,Einar Liberg,NOR,Men,free rifle team men,Gold,1.0,0.0,0.0
1526,London (1908),1908,Shooting,Shooting,Olaf Saether,NOR,Men,free rifle team men,Gold,1.0,0.0,0.0
1527,London (1908),1908,Shooting,Shooting,Ole Andreas Saether,NOR,Men,free rifle team men,Gold,1.0,0.0,0.0
1528,London (1908),1908,Shooting,Shooting,Gudbrand Gudbrandsen Skatteboe,NOR,Men,free rifle team men,Gold,1.0,0.0,0.0
1529,London (1908),1908,Shooting,Shooting,Per Olof Arvidsson,SWE,Men,free rifle team men,Silver,0.0,1.0,0.0
1530,London (1908),1908,Shooting,Shooting,Janne Gustafsson,SWE,Men,free rifle team men,Silver,0.0,1.0,0.0
1531,London (1908),1908,Shooting,Shooting,Axel Jansson,SWE,Men,free rifle team men,Silver,0.0,1.0,0.0
1532,London (1908),1908,Shooting,Shooting,Gustaf Adolf Jonsson,SWE,Men,free rifle team men,Silver,0.0,1.0,0.0
1533,London (1908),1908,Shooting,Shooting,ClaÃƒÂ«s Rundberg,SWE,Men,free rifle team men,Silver,0.0,1.0,0.0
