,Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Medal,Gold,Silver,Bronze
7620,London (1948),1948,Sailing,Sailing,Haakon Barfod,NOR,Men,dragon,Gold,1.0,0.0,0.0
7621,London (1948),1948,Sailing,Sailing,Sigve Lie,NOR,Men,dragon,Gold,1.0,0.0,0.0
7622,London (1948),1948,Sailing,Sailing,Thor Thorvaldsen,NOR,Men,dragon,Gold,1.0,0.0,0.0
7623,London (1948),1948,Sailing,Sailing,Folke Bohlin,SWE,Men,dragon,Silver,0.0,1.0,0.0
7624,London (1948),1948,Sailing,Sailing,GÃƒÂ¶sta Brodin,SWE,Men,dragon,Silver,0.0,1.0,0.0
7625,London (1948),1948,Sailing,Sailing,Hugo Johnson,SWE,Men,dragon,Silver,0.0,1.0,0.0
7626,London (1948),1948,Sailing,Sailing,Klaus Baard Baess,DEN,Men,dragon,Bronze,0.0,0.0,1.0
7627,London (1948),1948,Sailing,Sailing,Ole Valdemar Henrik Berntsen,DEN,Men,dragon,Bronze,0.0,0.0,1.0
7628,London (1948),1948,Sailing,Sailing,William Eldred Berntsen,DEN,Men,dragon,Bronze,0.0,0.0,1.0
7629,London (1948),1948,Rowing,Rowing,Richard Desborough Burnell,GBR,Men,double sculls (2x) men,Gold,1.0,0.0,0.0
7630,London (1948),1948,Rowing,Rowing,Bertram Herbert Th. Bushnell,GBR,Men,double sculls (2x) men,Gold,1.0,0.0,0.0
7631,London (1948),1948,Rowing,Rowing,Aage Ernst Larsen,DEN,Men,double sculls (2x) men,Silver,0.0,1.0,0.0
7632,London (1948),1948,Rowing,Rowing,Ebbe Vestermann Parsner,DEN,Men,double sculls (2x) men,Silver,0.0,1.0,0.0
7633,London (1948),1948,Rowing,Rowing,William Jones,URU,Men,double sculls (2x) men,Bronze,0.0,0.0,1.0
7634,London (1948),1948,Rowing,Rowing,Juan A. Rodriguez,URU,Men,double sculls (2x) men,Bronze,0.0,0.0,1.0
7635,London (1948),1948,Athletics,Athletics,Micheline Ostermeyer,FRA,Women,discus throw women,Gold,1.0,0.0,0.0
7636,London (1948),1948,Athletics,Athletics,Edera Cordiale-gentile,ITA,Women,discus throw women,Silver,0.0,1.0,0.0
7637,London (1948),1948,Athletics,Athletics,Jacqueline Mazeas,FRA,Women,discus throw women,Bronze,0.0,0.0,1.0
7638,London (1948),1948,Athletics,Athletics,Adolfo Consolini,ITA,Men,discus throw men,Gold,1.0,0.0,0.0
7639,London (1948),1948,Athletics,Athletics,Giuseppe Tosi,ITA,Men,discus throw men,Silver,0.0,1.0,0.0
7640,London (1948),1948,Athletics,Athletics,Fortune Edward Gordien,USA,Men,discus throw men,Bronze,0.0,0.0,1.0
7641,London (1948),1948,Athletics,Athletics,Robert Mathias,USA,Men,decathlon men,Gold,1.0,0.0,0.0
7642,London (1948),1948,Athletics,Athletics,Ignace Heinrich,FRA,Men,decathlon men,Silver,0.0,1.0,0.0
7643,London (1948),1948,Athletics,Athletics,Floyd Macon Jr. Simmons,USA,Men,decathlon men,Bronze,0.0,0.0,1.0
7644,London (1948),1948,Rowing,Rowing,William Laurie,GBR,Men,coxless pair (2-) men,Gold,1.0,0.0,0.0
7645,London (1948),1948,Rowing,Rowing,John Wilson,GBR,Men,coxless pair (2-) men,Gold,1.0,0.0,0.0
7646,London (1948),1948,Rowing,Rowing,Hans Kalt,SUI,Men,coxless pair (2-) men,Silver,0.0,1.0,0.0
7647,London (1948),1948,Rowing,Rowing,Josef Kalt,SUI,Men,coxless pair (2-) men,Silver,0.0,1.0,0.0
7648,London (1948),1948,Rowing,Rowing,Bruno Boni,ITA,Men,coxless pair (2-) men,Bronze,0.0,0.0,1.0
7649,London (1948),1948,Rowing,Rowing,Felice Fanetti,ITA,Men,coxless pair (2-) men,Bronze,0.0,0.0,1.0
7650,London (1948),1948,Basketball,Basketball,Clifford Eugene Barker,USA,Men,basketball men,Gold,1.0,0.0,0.0
7651,London (1948),1948,Basketball,Basketball,Donald Argee Barksdale,USA,Men,basketball men,Gold,1.0,0.0,0.0
7652,London (1948),1948,Basketball,Basketball,Ralph Milton Jr. Beard,USA,Men,basketball men,Gold,1.0,0.0,0.0
7653,London (1948),1948,Basketball,Basketball,Lewis William Jr. Beck,USA,Men,basketball men,Gold,1.0,0.0,0.0
7654,London (1948),1948,Basketball,Basketball,Vincent Joseph Boryla,USA,Men,basketball men,Gold,1.0,0.0,0.0
7655,London (1948),1948,Basketball,Basketball,Gordon Carpenter,USA,Men,basketball men,Gold,1.0,0.0,0.0
7656,London (1948),1948,Basketball,Basketball,Alexander John Groza,USA,Men,basketball men,Gold,1.0,0.0,0.0
7657,London (1948),1948,Basketball,Basketball,Wallace Clayton Jones,USA,Men,basketball men,Gold,1.0,0.0,0.0
7658,London (1948),1948,Basketball,Basketball,Robert Albert Kurland,USA,Men,basketball men,Gold,1.0,0.0,0.0
7659,London (1948),1948,Basketball,Basketball,Raymond George Lumpp,USA,Men,basketball men,Gold,1.0,0.0,0.0
7660,London (1948),1948,Basketball,Basketball,Robert C. Pitts,USA,Men,basketball men,Gold,1.0,0.0,0.0
7661,London (1948),1948,Basketball,Basketball,John (Jesse) Bernard Renick,USA,Men,basketball men,Gold,1.0,0.0,0.0
7662,London (1948),1948,Basketball,Basketball,Robert L.Jackson Robinson,USA,Men,basketball men,Gold,1.0,0.0,0.0
7663,London (1948),1948,Basketball,Basketball,Kenneth Herman Rollins,USA,Men,basketball men,Gold,1.0,0.0,0.0
7664,London (1948),1948,Basketball,Basketball,Andre Barrais,FRA,Men,basketball men,Silver,0.0,1.0,0.0
7665,London (1948),1948,Basketball,Basketball,Michel Bonnevie,FRA,Men,basketball men,Silver,0.0,1.0,0.0
7666,London (1948),1948,Basketball,Basketball,Andre Buffiere,FRA,Men,basketball men,Silver,0.0,1.0,0.0
7667,London (1948),1948,Basketball,Basketball,Rene Chocat,FRA,Men,basketball men,Silver,0.0,1.0,0.0
7668,London (1948),1948,Basketball,Basketball,Rene Derency,FRA,Men,basketball men,Silver,0.0,1.0,0.0
7669,London (1948),1948,Basketball,Basketball,Maurice Desaymonnet,FRA,Men,basketball men,Silver,0.0,1.0,0.0
7670,London (1948),1948,Basketball,Basketball,Andre Even,FRA,Men,basketball men,Silver,0.0,1.0,0.0
7671,London (1948),1948,Basketball,Basketball,Maurice Girardot,FRA,Men,basketball men,Silver,0.0,1.0,0.0
7672,London (1948),1948,Basketball,Basketball,Fernand Guillou,FRA,Men,basketball men,Silver,0.0,1.0,0.0
7673,London (1948),1948,Basketball,Basketball,Raymond Offner,FRA,Men,basketball men,Silver,0.0,1.0,0.0
7674,London (1948),1948,Basketball,Basketball,Jacques Perrier,FRA,Men,basketball men,Silver,0.0,1.0,0.0
7675,London (1948),1948,Basketball,Basketball,Yvan Quenin,FRA,Men,basketball men,Silver,0.0,1.0,0.0
7676,London (1948),1948,Basketball,Basketball,Lucien Robuffic,FRA,Men,basketball men,Silver,0.0,1.0,0.0
7677,London (1948),1948,Basketball,Basketball,Pierre Thiolon,FRA,Men,basketball men,Silver,0.0,1.0,0.0
7678,London (1948),1948,Basketball,Basketball,Affonso Azevedo evora,BRA,Men,basketball men,Bronze,0.0,0.0,1.0
7679,London (1948),1948,Basketball,Basketball,L. Benvenuti,BRA,Men,basketball men,Bronze,0.0,0.0,1.0
7680,London (1948),1948,Basketball,Basketball,Joao Francisco Braz,BRA,Men,basketball men,Bronze,0.0,0.0,1.0
7681,London (1948),1948,Basketball,Basketball,Zenny De azevedo,BRA,Men,basketball men,Bronze,0.0,0.0,1.0
7682,London (1948),1948,Basketball,Basketball,Rui De freitas,BRA,Men,basketball men,Bronze,0.0,0.0,1.0
7683,London (1948),1948,Basketball,Basketball,Marcus Vinicius Dias,BRA,Men,basketball men,Bronze,0.0,0.0,1.0
7684,London (1948),1948,Basketball,Basketball,Alexandro Gemignani,BRA,Men,basketball men,Bronze,0.0,0.0,1.0
7685,London (1948),1948,Basketball,Basketball,Alberto Marson,BRA,Men,basketball men,Bronze,0.0,0.0,1.0
7686,London (1948),1948,Basketball,Basketball,Nilton Pacheco de oliveira,BRA,Men,basketball men,Bronze,0.0,0.0,1.0
7687,London (1948),1948,Basketball,Basketball,Alfredo Rodrigues da motta,BRA,Men,basketball men,Bronze,0.0,0.0,1.0
7688,London (1948),1948,Basketball,Basketball,G. Rodrigues,BRA,Men,basketball men,Bronze,0.0,0.0,1.0
7689,London (1948),1948,Basketball,Basketball,Massinet Sorcinelli,BRA,Men,basketball men,Bronze,0.0,0.0,1.0
7690,London (1948),1948,Cycling,Cycling Track,Pierre Adam,FRA,Men,Team Pursuit (4000m) men,Gold,1.0,0.0,0.0
7691,London (1948),1948,Cycling,Cycling Track,Serge Blusson,FRA,Men,Team Pursuit (4000m) men,Gold,1.0,0.0,0.0
7692,London (1948),1948,Cycling,Cycling Track,Charles Coste,FRA,Men,Team Pursuit (4000m) men,Gold,1.0,0.0,0.0
7693,London (1948),1948,Cycling,Cycling Track,Fernand Decanali,FRA,Men,Team Pursuit (4000m) men,Gold,1.0,0.0,0.0
7694,London (1948),1948,Cycling,Cycling Track,Arnaldo Benfenati,ITA,Men,Team Pursuit (4000m) men,Silver,0.0,1.0,0.0
7695,London (1948),1948,Cycling,Cycling Track,Guido Bernardi,ITA,Men,Team Pursuit (4000m) men,Silver,0.0,1.0,0.0
7696,London (1948),1948,Cycling,Cycling Track,Anselmo Citterio,ITA,Men,Team Pursuit (4000m) men,Silver,0.0,1.0,0.0
7697,London (1948),1948,Cycling,Cycling Track,Rino Pucci,ITA,Men,Team Pursuit (4000m) men,Silver,0.0,1.0,0.0
7698,London (1948),1948,Cycling,Cycling Track,Robert Alan Geldard,GBR,Men,Team Pursuit (4000m) men,Bronze,0.0,0.0,1.0
7699,London (1948),1948,Cycling,Cycling Track,Thomas Charles Godwin,GBR,Men,Team Pursuit (4000m) men,Bronze,0.0,0.0,1.0
7700,London (1948),1948,Cycling,Cycling Track,David Edward Ricketts,GBR,Men,Team Pursuit (4000m) men,Bronze,0.0,0.0,1.0
7701,London (1948),1948,Cycling,Cycling Track,Wilfrid Waters,GBR,Men,Team Pursuit (4000m) men,Bronze,0.0,0.0,1.0
7702,London (1948),1948,Cycling,Cycling Track,Mario Ghella,ITA,Men,Sprint indivual men,Gold,1.0,0.0,0.0
7703,London (1948),1948,Cycling,Cycling Track,Reginald Hargreaves Harris,GBR,Men,Sprint indivual men,Silver,0.0,1.0,0.0
7704,London (1948),1948,Cycling,Cycling Track,Axel Carl Schandorff,DEN,Men,Sprint indivual men,Bronze,0.0,0.0,1.0
7705,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Hans Berglund,SWE,Men,K-2 1000m (kayak double) men,Gold,1.0,0.0,0.0
7706,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Lennart KlingstrÃƒÂ¶m,SWE,Men,K-2 1000m (kayak double) men,Gold,1.0,0.0,0.0
7707,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Ejvind Willy Hansen,DEN,Men,K-2 1000m (kayak double) men,Silver,0.0,1.0,0.0
7708,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Jakob Bernhard Christian Jensen,DEN,Men,K-2 1000m (kayak double) men,Silver,0.0,1.0,0.0
7709,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Thor Axelsson,FIN,Men,K-2 1000m (kayak double) men,Bronze,0.0,0.0,1.0
7710,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Nils BjÃƒÂ¶rklÃƒÂ¶f,FIN,Men,K-2 1000m (kayak double) men,Bronze,0.0,0.0,1.0
7711,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Gunnar Akerlund,SWE,Men,K-2 10000m men,Gold,1.0,0.0,0.0
7712,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Hans WetterstrÃƒÂ¶m,SWE,Men,K-2 10000m men,Gold,1.0,0.0,0.0
7713,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Ivar Mathisen,NOR,Men,K-2 10000m men,Silver,0.0,1.0,0.0
7714,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Knut Ostbye,NOR,Men,K-2 10000m men,Silver,0.0,1.0,0.0
7715,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Thor Axelsson,FIN,Men,K-2 10000m men,Bronze,0.0,0.0,1.0
7716,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Nils BjÃƒÂ¶rklÃƒÂ¶f,FIN,Men,K-2 10000m men,Bronze,0.0,0.0,1.0
7717,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Karen Hoff,DEN,Women,K-1 500m (kayak single) women,Gold,1.0,0.0,0.0
7718,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Alida Geertruida Van der anker-doedens,NED,Women,K-1 500m (kayak single) women,Silver,0.0,1.0,0.0
7719,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Friederike Schwingl,AUT,Women,K-1 500m (kayak single) women,Bronze,0.0,0.0,1.0
7720,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Gert Fredriksson,SWE,Men,K-1 1000m (kayak single) men,Gold,1.0,0.0,0.0
7721,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Johan Frederik Kobberup Andersen,DEN,Men,K-1 1000m (kayak single) men,Silver,0.0,1.0,0.0
7722,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Henri Eberhart,FRA,Men,K-1 1000m (kayak single) men,Bronze,0.0,0.0,1.0
7723,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Gert Fredriksson,SWE,Men,K-1 10000m men,Gold,1.0,0.0,0.0
7724,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Kurt Oskar Wires,FIN,Men,K-1 10000m men,Silver,0.0,1.0,0.0
7725,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Eivind Skabo,NOR,Men,K-1 10000m men,Bronze,0.0,0.0,1.0
7726,London (1948),1948,Modern Pentathlon,Modern Pentathlon.,William Grut,SWE,Men,Individual competition men,Gold,1.0,0.0,0.0
7727,London (1948),1948,Modern Pentathlon,Modern Pentathlon.,George Bissland Moore,USA,Men,Individual competition men,Silver,0.0,1.0,0.0
7728,London (1948),1948,Modern Pentathlon,Modern Pentathlon.,GÃƒÂ¶sta GÃƒÂ¤rdin,SWE,Men,Individual competition men,Bronze,0.0,0.0,1.0
7729,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Jan Brzak-felix,TCH,Men,C-2 1000m (canoe double) men,Gold,1.0,0.0,0.0
7730,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Bohumil Kudrna,TCH,Men,C-2 1000m (canoe double) men,Gold,1.0,0.0,0.0
7731,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Steven John Lysak,USA,Men,C-2 1000m (canoe double) men,Silver,0.0,1.0,0.0
7732,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Stephen Albert Macknowski,USA,Men,C-2 1000m (canoe double) men,Silver,0.0,1.0,0.0
7733,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Georges Dransart,FRA,Men,C-2 1000m (canoe double) men,Bronze,0.0,0.0,1.0
7734,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Georges Gandil,FRA,Men,C-2 1000m (canoe double) men,Bronze,0.0,0.0,1.0
7735,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Steven John Lysak,USA,Men,C-2 10000m men,Gold,1.0,0.0,0.0
7736,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Stephen Albert Macknowski,USA,Men,C-2 10000m men,Gold,1.0,0.0,0.0
7737,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Vaclav Havel,TCH,Men,C-2 10000m men,Silver,0.0,1.0,0.0
7738,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Jiri Pecka,TCH,Men,C-2 10000m men,Silver,0.0,1.0,0.0
7739,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Georges Dransart,FRA,Men,C-2 10000m men,Bronze,0.0,0.0,1.0
7740,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Georges Gandil,FRA,Men,C-2 10000m men,Bronze,0.0,0.0,1.0
7741,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Josef Holecek,TCH,Men,C-1 1000m (canoe single) men,Gold,1.0,0.0,0.0
7742,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Douglas H. Bennett,CAN,Men,C-1 1000m (canoe single) men,Silver,0.0,1.0,0.0
7743,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Robert Boutigny,FRA,Men,C-1 1000m (canoe single) men,Bronze,0.0,0.0,1.0
7744,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Frantisek Capek,TCH,Men,C-1 10000m men,Gold,1.0,0.0,0.0
7745,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Frank Havens,USA,Men,C-1 10000m men,Silver,0.0,1.0,0.0
7746,London (1948),1948,Canoe / Kayak,Canoe / Kayak F,Norman Douglas Lane,CAN,Men,C-1 10000m men,Bronze,0.0,0.0,1.0
7747,London (1948),1948,Athletics,Athletics,Fanny Blankers-koen,NED,Women,80m hurdles women,Gold,1.0,0.0,0.0
7748,London (1948),1948,Athletics,Athletics,Maureen Angela Jane Gardner,GBR,Women,80m hurdles women,Silver,0.0,1.0,0.0
7749,London (1948),1948,Athletics,Athletics,Shirley Strickland-de la hunty,AUS,Women,80m hurdles women,Bronze,0.0,0.0,1.0
7750,London (1948),1948,Athletics,Athletics,Malvin Groston Whitfield,USA,Men,800m men,Gold,1.0,0.0,0.0
7751,London (1948),1948,Athletics,Athletics,Arthur Wint,JAM,Men,800m men,Silver,0.0,1.0,0.0
7752,London (1948),1948,Athletics,Athletics,Marcel Hansenne,FRA,Men,800m men,Bronze,0.0,0.0,1.0
7753,London (1948),1948,Wrestling,Wrestling Freestyle,Henry Wittenberg,USA,Men,79 - 87kg (light-heavyweight) men,Gold,1.0,0.0,0.0
7754,London (1948),1948,Wrestling,Wrestling Greco-Romano,Karl-Erik Nilsson,SWE,Men,79 - 87kg (light-heavyweight) men,Gold,1.0,0.0,0.0
7755,London (1948),1948,Wrestling,Wrestling Freestyle,Fritz StÃƒÂ¶ckli,SUI,Men,79 - 87kg (light-heavyweight) men,Silver,0.0,1.0,0.0
7756,London (1948),1948,Wrestling,Wrestling Greco-Romano,Kelpo Olavi GrÃƒÂ¶ndahl,FIN,Men,79 - 87kg (light-heavyweight) men,Silver,0.0,1.0,0.0
7757,London (1948),1948,Wrestling,Wrestling Freestyle,Bengt Fahlkvist,SWE,Men,79 - 87kg (light-heavyweight) men,Bronze,0.0,0.0,1.0
7758,London (1948),1948,Wrestling,Wrestling Greco-Romano,Ibrahim Orabi,EGY,Men,79 - 87kg (light-heavyweight) men,Bronze,0.0,0.0,1.0
7759,London (1948),1948,Weightlifting,Weightlifting,Stanley Anthony Stanczyk,USA,Men,75 - 82.5kg total (light-heavyweight) men,Gold,1.0,0.0,0.0
7760,London (1948),1948,Weightlifting,Weightlifting,Harold Toshiyuki Sakata,USA,Men,75 - 82.5kg total (light-heavyweight) men,Silver,0.0,1.0,0.0
7761,London (1948),1948,Weightlifting,Weightlifting,GÃƒÂ¶sta Magnusson,SWE,Men,75 - 82.5kg total (light-heavyweight) men,Bronze,0.0,0.0,1.0
7762,London (1948),1948,Boxing,Boxing,George Hunter,RSA,Men,73 - 80kg (light-heavyweight) men,Gold,1.0,0.0,0.0
7763,London (1948),1948,Boxing,Boxing,Donald E. Scott,GBR,Men,73 - 80kg (light-heavyweight) men,Silver,0.0,1.0,0.0
7764,London (1948),1948,Boxing,Boxing,Mauro Cia,ARG,Men,73 - 80kg (light-heavyweight) men,Bronze,0.0,0.0,1.0
7765,London (1948),1948,Wrestling,Wrestling Freestyle,Glen Brand,USA,Men,73 - 79kg (middleweight) men,Gold,1.0,0.0,0.0
7766,London (1948),1948,Wrestling,Wrestling Greco-Romano,Axel GrÃƒÂ¶nberg,SWE,Men,73 - 79kg (middleweight) men,Gold,1.0,0.0,0.0
7767,London (1948),1948,Wrestling,Wrestling Freestyle,Adil Candemir,TUR,Men,73 - 79kg (middleweight) men,Silver,0.0,1.0,0.0
7768,London (1948),1948,Wrestling,Wrestling Greco-Romano,Muhlis Tayfur,TUR,Men,73 - 79kg (middleweight) men,Silver,0.0,1.0,0.0
7769,London (1948),1948,Wrestling,Wrestling Freestyle,Erik Linden,SWE,Men,73 - 79kg (middleweight) men,Bronze,0.0,0.0,1.0
7770,London (1948),1948,Wrestling,Wrestling Greco-Romano,Ercole Gallegati,ITA,Men,73 - 79kg (middleweight) men,Bronze,0.0,0.0,1.0
7771,London (1948),1948,Sailing,Sailing,Alfred Lee Jr. Loomis,USA,Men,6m,Gold,1.0,0.0,0.0
7772,London (1948),1948,Sailing,Sailing,Michael Macdonald Mooney,USA,Men,6m,Gold,1.0,0.0,0.0
7773,London (1948),1948,Sailing,Sailing,James Hopkins Jr. Smith,USA,Men,6m,Gold,1.0,0.0,0.0
7774,London (1948),1948,Sailing,Sailing,James Higgonson Weekes,USA,Men,6m,Gold,1.0,0.0,0.0
7775,London (1948),1948,Sailing,Sailing,Herman Frasch Whiton,USA,Men,6m,Gold,1.0,0.0,0.0
7776,London (1948),1948,Sailing,Sailing,Emilio C. Homp,ARG,Men,6m,Silver,0.0,1.0,0.0
7777,London (1948),1948,Sailing,Sailing,Rodolfo Rivademar,ARG,Men,6m,Silver,0.0,1.0,0.0
7778,London (1948),1948,Sailing,Sailing,Rufino Rodriguez de la torre,ARG,Men,6m,Silver,0.0,1.0,0.0
7779,London (1948),1948,Sailing,Sailing,Enrique Conrado Sieburger jr.,ARG,Men,6m,Silver,0.0,1.0,0.0
7780,London (1948),1948,Sailing,Sailing,Enrique Conrado Sieburger sr.,ARG,Men,6m,Silver,0.0,1.0,0.0
7781,London (1948),1948,Sailing,Sailing,Julio Christian Sieburger,ARG,Men,6m,Silver,0.0,1.0,0.0
7782,London (1948),1948,Sailing,Sailing,Carl-Robert Ameln,SWE,Men,6m,Bronze,0.0,0.0,1.0
7783,London (1948),1948,Sailing,Sailing,Martin Hindorff,SWE,Men,6m,Bronze,0.0,0.0,1.0
7784,London (1948),1948,Sailing,Sailing,Tore Holm,SWE,Men,6m,Bronze,0.0,0.0,1.0
7785,London (1948),1948,Sailing,Sailing,Torsten Lord,SWE,Men,6m,Bronze,0.0,0.0,1.0
7786,London (1948),1948,Sailing,Sailing,GÃƒÂ¶sta Salen,SWE,Men,6m,Bronze,0.0,0.0,1.0
7787,London (1948),1948,Weightlifting,Weightlifting,Frank Isaac Spellman,USA,Men,67.5 - 75kg total (middleweight) men,Gold,1.0,0.0,0.0
7788,London (1948),1948,Weightlifting,Weightlifting,Peter T. George,USA,Men,67.5 - 75kg total (middleweight) men,Silver,0.0,1.0,0.0
7789,London (1948),1948,Weightlifting,Weightlifting,Sung-Jip Kim,KOR,Men,67.5 - 75kg total (middleweight) men,Bronze,0.0,0.0,1.0
7790,London (1948),1948,Wrestling,Wrestling Freestyle,Yasar Dogu,TUR,Men,67 - 73kg (welterweight) men,Gold,1.0,0.0,0.0
7791,London (1948),1948,Wrestling,Wrestling Greco-Romano,GÃƒÂ¶sta Andersson,SWE,Men,67 - 73kg (welterweight) men,Gold,1.0,0.0,0.0
7792,London (1948),1948,Wrestling,Wrestling Freestyle,Richard Edward Garrard,AUS,Men,67 - 73kg (welterweight) men,Silver,0.0,1.0,0.0
7793,London (1948),1948,Wrestling,Wrestling Greco-Romano,Miklos Szilvasi,HUN,Men,67 - 73kg (welterweight) men,Silver,0.0,1.0,0.0
7794,London (1948),1948,Wrestling,Wrestling Freestyle,Leland Gilbert Jr. Merrill,USA,Men,67 - 73kg (welterweight) men,Bronze,0.0,0.0,1.0
7795,London (1948),1948,Wrestling,Wrestling Greco-Romano,Christian Henrik Hansen,DEN,Men,67 - 73kg (welterweight) men,Bronze,0.0,0.0,1.0
7796,London (1948),1948,Boxing,Boxing,Laszlo Papp,HUN,Men,67 - 73kg (middleweight) men,Gold,1.0,0.0,0.0
7797,London (1948),1948,Boxing,Boxing,John A. Wright,GBR,Men,67 - 73kg (middleweight) men,Silver,0.0,1.0,0.0
7798,London (1948),1948,Boxing,Boxing,Ivano Fontana,ITA,Men,67 - 73kg (middleweight) men,Bronze,0.0,0.0,1.0
7799,London (1948),1948,Wrestling,Wrestling Freestyle,Celal Atik,TUR,Men,63 - 67kg (lightweight) men,Gold,1.0,0.0,0.0
7800,London (1948),1948,Wrestling,Wrestling Freestyle,GÃƒÂ¶sta FrÃƒÂ¤ndfors-jÃƒÂ¶nsson,SWE,Men,63 - 67kg (lightweight) men,Silver,0.0,1.0,0.0
7801,London (1948),1948,Wrestling,Wrestling Freestyle,Hermann Baumann,SUI,Men,63 - 67kg (lightweight) men,Bronze,0.0,0.0,1.0
7802,London (1948),1948,Boxing,Boxing,Julius Torma,TCH,Men,62 - 67kg (welterweight) men,Gold,1.0,0.0,0.0
7803,London (1948),1948,Boxing,Boxing,Horace Herring,USA,Men,62 - 67kg (welterweight) men,Silver,0.0,1.0,0.0
7804,London (1948),1948,Boxing,Boxing,Alessandro D'ottavio,ITA,Men,62 - 67kg (welterweight) men,Bronze,0.0,0.0,1.0
7805,London (1948),1948,Wrestling,Wrestling Greco-Romano,Gustav Freij,SWE,Men,61 - 67kg (lightweight) men,Gold,1.0,0.0,0.0
7806,London (1948),1948,Wrestling,Wrestling Greco-Romano,Aage Ingvar Eriksen,NOR,Men,61 - 67kg (lightweight) men,Silver,0.0,1.0,0.0
7807,London (1948),1948,Wrestling,Wrestling Greco-Romano,Karoly Ferencz,HUN,Men,61 - 67kg (lightweight) men,Bronze,0.0,0.0,1.0
7808,London (1948),1948,Weightlifting,Weightlifting,Ibrahim Hassanein Shams,EGY,Men,60 - 67.5kg total (lightweight) men,Gold,1.0,0.0,0.0
7809,London (1948),1948,Weightlifting,Weightlifting,Attia Mohamed Hamouda,EGY,Men,60 - 67.5kg total (lightweight) men,Silver,0.0,1.0,0.0
7810,London (1948),1948,Weightlifting,Weightlifting,James Halliday,GBR,Men,60 - 67.5kg total (lightweight) men,Bronze,0.0,0.0,1.0
7811,London (1948),1948,Boxing,Boxing,Gerald Dreyer,RSA,Men,58 - 62kg (lightweight) men,Gold,1.0,0.0,0.0
7812,London (1948),1948,Boxing,Boxing,Joseph Vissers,BEL,Men,58 - 62kg (lightweight) men,Silver,0.0,1.0,0.0
7813,London (1948),1948,Boxing,Boxing,Svend Wad,DEN,Men,58 - 62kg (lightweight) men,Bronze,0.0,0.0,1.0
7814,London (1948),1948,Wrestling,Wrestling Freestyle,Gazanfer Bilge,TUR,Men,57 - 63kg (featherweight) men,Gold,1.0,0.0,0.0
7815,London (1948),1948,Wrestling,Wrestling Freestyle,Ivar SjÃƒÂ¶lin,SWE,Men,57 - 63kg (featherweight) men,Silver,0.0,1.0,0.0
7816,London (1948),1948,Wrestling,Wrestling Freestyle,Adolf MÃƒÂ¼ller,SUI,Men,57 - 63kg (featherweight) men,Bronze,0.0,0.0,1.0
7817,London (1948),1948,Wrestling,Wrestling Greco-Romano,Mehmet Oktav,TUR,Men,57 - 61kg (featherweight) men,Gold,1.0,0.0,0.0
7818,London (1948),1948,Wrestling,Wrestling Greco-Romano,Olle Anderberg,SWE,Men,57 - 61kg (featherweight) men,Silver,0.0,1.0,0.0
7819,London (1948),1948,Wrestling,Wrestling Greco-Romano,Ferenc Toth,HUN,Men,57 - 61kg (featherweight) men,Bronze,0.0,0.0,1.0
